Id	Category Id	Category	Anatomic Site Id	Anatomic Site	Subsite Id	Subsite	Diagnosis Id	Diagnosis	Diagnosis Modifier Id	Diagnosis Modifier	Combined Diagnosis	Combined Diagnosis Id
748SS15	C2	DISEASE	S3	HEART	SS15	AV NODE	D151	CARDIOVASCULAR DISEASE	DM326	CARDIAC HYPERTROPHY	CARDIOVASCULAR DISEASE \ CARDIAC HYPERTROPHY	CD536
748SS12	C2	DISEASE	S3	HEART	SS12	ATRIUM	D151	CARDIOVASCULAR DISEASE	DM326	CARDIAC HYPERTROPHY	CARDIOVASCULAR DISEASE \ CARDIAC HYPERTROPHY	CD536
748SS11	C2	DISEASE	S3	HEART	SS11	ATRIAL SEPTUM	D151	CARDIOVASCULAR DISEASE	DM326	CARDIAC HYPERTROPHY	CARDIOVASCULAR DISEASE \ CARDIAC HYPERTROPHY	CD536
748SS7	C2	DISEASE	S3	HEART	SS7	AORTIC VALVE	D151	CARDIOVASCULAR DISEASE	DM326	CARDIAC HYPERTROPHY	CARDIOVASCULAR DISEASE \ CARDIAC HYPERTROPHY	CD536
749SS193	C2	DISEASE	S3	HEART	SS193	VENTRICLE SEPTUM	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS192	C2	DISEASE	S3	HEART	SS192	VENTRICLE	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS191	C2	DISEASE	S3	HEART	SS191	VALVE	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS187	C2	DISEASE	S3	HEART	SS187	TRICUSPID VALVE	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS162	C2	DISEASE	S3	HEART	SS162	SINO-ATRIAL NODE	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS144	C2	DISEASE	S3	HEART	SS144	PULMONARY VALVE	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS111	C2	DISEASE	S3	HEART	SS111	MITRAL VALVE	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS34	C2	DISEASE	S3	HEART	SS34	CHORDAE TENDINEAE	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS25	C2	DISEASE	S3	HEART	SS25	CARDIAC MUSCLE	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS15	C2	DISEASE	S3	HEART	SS15	AV NODE	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS12	C2	DISEASE	S3	HEART	SS12	ATRIUM	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS11	C2	DISEASE	S3	HEART	SS11	ATRIAL SEPTUM	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
749SS7	C2	DISEASE	S3	HEART	SS7	AORTIC VALVE	D151	CARDIOVASCULAR DISEASE	DM327	CARDIOMYOPATHY	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY	CD537
75	C2	DISEASE					D151	CARDIOVASCULAR DISEASE	DM328	CARDIOMYOPATHY - IDIOPATHIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - IDIOPATHIC	CD538
750SS193	C2	DISEASE	S3	HEART	SS193	VENTRICLE SEPTUM	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS192	C2	DISEASE	S3	HEART	SS192	VENTRICLE	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS191	C2	DISEASE	S3	HEART	SS191	VALVE	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS187	C2	DISEASE	S3	HEART	SS187	TRICUSPID VALVE	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS162	C2	DISEASE	S3	HEART	SS162	SINO-ATRIAL NODE	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS144	C2	DISEASE	S3	HEART	SS144	PULMONARY VALVE	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS111	C2	DISEASE	S3	HEART	SS111	MITRAL VALVE	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS34	C2	DISEASE	S3	HEART	SS34	CHORDAE TENDINEAE	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS25	C2	DISEASE	S3	HEART	SS25	CARDIAC MUSCLE	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS15	C2	DISEASE	S3	HEART	SS15	AV NODE	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS12	C2	DISEASE	S3	HEART	SS12	ATRIUM	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS11	C2	DISEASE	S3	HEART	SS11	ATRIAL SEPTUM	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
750SS7	C2	DISEASE	S3	HEART	SS7	AORTIC VALVE	D151	CARDIOVASCULAR DISEASE	DM329	CARDIOMYOPATHY - ISCHEMIC	CARDIOVASCULAR DISEASE \ CARDIOMYOPATHY - ISCHEMIC	CD539
751SS193	C2	DISEASE	S3	HEART	SS193	VENTRICLE SEPTUM	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS192	C2	DISEASE	S3	HEART	SS192	VENTRICLE	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS191	C2	DISEASE	S3	HEART	SS191	VALVE	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS187	C2	DISEASE	S3	HEART	SS187	TRICUSPID VALVE	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS162	C2	DISEASE	S3	HEART	SS162	SINO-ATRIAL NODE	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS144	C2	DISEASE	S3	HEART	SS144	PULMONARY VALVE	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS111	C2	DISEASE	S3	HEART	SS111	MITRAL VALVE	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS34	C2	DISEASE	S3	HEART	SS34	CHORDAE TENDINEAE	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS25	C2	DISEASE	S3	HEART	SS25	CARDIAC MUSCLE	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS15	C2	DISEASE	S3	HEART	SS15	AV NODE	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS12	C2	DISEASE	S3	HEART	SS12	ATRIUM	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS11	C2	DISEASE	S3	HEART	SS11	ATRIAL SEPTUM	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
751SS7	C2	DISEASE	S3	HEART	SS7	AORTIC VALVE	D151	CARDIOVASCULAR DISEASE	DM330	CONGENITAL HEART DISEASE	CARDIOVASCULAR DISEASE \ CONGENITAL HEART DISEASE	CD540
752SS193	C2	DISEASE	S3	HEART	SS193	VENTRICLE SEPTUM	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS192	C2	DISEASE	S3	HEART	SS192	VENTRICLE	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS191	C2	DISEASE	S3	HEART	SS191	VALVE	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS187	C2	DISEASE	S3	HEART	SS187	TRICUSPID VALVE	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS162	C2	DISEASE	S3	HEART	SS162	SINO-ATRIAL NODE	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS144	C2	DISEASE	S3	HEART	SS144	PULMONARY VALVE	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS111	C2	DISEASE	S3	HEART	SS111	MITRAL VALVE	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS34	C2	DISEASE	S3	HEART	SS34	CHORDAE TENDINEAE	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS25	C2	DISEASE	S3	HEART	SS25	CARDIAC MUSCLE	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS15	C2	DISEASE	S3	HEART	SS15	AV NODE	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS12	C2	DISEASE	S3	HEART	SS12	ATRIUM	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS11	C2	DISEASE	S3	HEART	SS11	ATRIAL SEPTUM	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
752SS7	C2	DISEASE	S3	HEART	SS7	AORTIC VALVE	D151	CARDIOVASCULAR DISEASE	DM331	CONGESTIVE HEART FAILURE	CARDIOVASCULAR DISEASE \ CONGESTIVE HEART FAILURE	CD541
1576SS173	C2	DISEASE	S88	VEIN	SS173	SUPERIOR VENA CAVA	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
1576SS150	C2	DISEASE	S88	VEIN	SS150	RENAL	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
1576SS93	C2	DISEASE	S88	VEIN	SS93	JUGULAR	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
1576SS87	C2	DISEASE	S88	VEIN	SS87	INFERIOR VENA CAVA	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
1576SS58	C2	DISEASE	S88	VEIN	SS58	FEMORAL	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
316SS194	C2	DISEASE	S9	ARTERY	SS194	VERTEBRAL	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
316SS166	C2	DISEASE	S9	ARTERY	SS166	SMOOTH MUSCLE	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
316SS150	C2	DISEASE	S9	ARTERY	SS150	RENAL	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
316SS143	C2	DISEASE	S9	ARTERY	SS143	PULMONARY	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
316SS30	C2	DISEASE	S9	ARTERY	SS30	CEREBRAL	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
316SS28	C2	DISEASE	S9	ARTERY	SS28	CEREBELLAR	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
316SS26	C2	DISEASE	S9	ARTERY	SS26	CAROTID	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
316SS6	C2	DISEASE	S9	ARTERY	SS6	AORTA	D151	CARDIOVASCULAR DISEASE	DM332	EISENMENGERS	CARDIOVASCULAR DISEASE \ EISENMENGERS	CD542
753SS193	C2	DISEASE	S3	HEART	SS193	VENTRICLE SEPTUM	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS192	C2	DISEASE	S3	HEART	SS192	VENTRICLE	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS191	C2	DISEASE	S3	HEART	SS191	VALVE	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS187	C2	DISEASE	S3	HEART	SS187	TRICUSPID VALVE	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS162	C2	DISEASE	S3	HEART	SS162	SINO-ATRIAL NODE	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS144	C2	DISEASE	S3	HEART	SS144	PULMONARY VALVE	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS111	C2	DISEASE	S3	HEART	SS111	MITRAL VALVE	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS34	C2	DISEASE	S3	HEART	SS34	CHORDAE TENDINEAE	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS25	C2	DISEASE	S3	HEART	SS25	CARDIAC MUSCLE	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS15	C2	DISEASE	S3	HEART	SS15	AV NODE	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS12	C2	DISEASE	S3	HEART	SS12	ATRIUM	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS11	C2	DISEASE	S3	HEART	SS11	ATRIAL SEPTUM	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
753SS7	C2	DISEASE	S3	HEART	SS7	AORTIC VALVE	D151	CARDIOVASCULAR DISEASE	DM333	ENDOCARDITIS	CARDIOVASCULAR DISEASE \ ENDOCARDITIS	CD543
1577SS173	C2	DISEASE	S88	VEIN	SS173	SUPERIOR VENA CAVA	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
1577SS150	C2	DISEASE	S88	VEIN	SS150	RENAL	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
1577SS93	C2	DISEASE	S88	VEIN	SS93	JUGULAR	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
1577SS87	C2	DISEASE	S88	VEIN	SS87	INFERIOR VENA CAVA	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
1577SS58	C2	DISEASE	S88	VEIN	SS58	FEMORAL	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
317SS194	C2	DISEASE	S9	ARTERY	SS194	VERTEBRAL	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
317SS166	C2	DISEASE	S9	ARTERY	SS166	SMOOTH MUSCLE	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
317SS150	C2	DISEASE	S9	ARTERY	SS150	RENAL	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
317SS143	C2	DISEASE	S9	ARTERY	SS143	PULMONARY	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
317SS30	C2	DISEASE	S9	ARTERY	SS30	CEREBRAL	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
317SS28	C2	DISEASE	S9	ARTERY	SS28	CEREBELLAR	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
317SS26	C2	DISEASE	S9	ARTERY	SS26	CAROTID	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
317SS6	C2	DISEASE	S9	ARTERY	SS6	AORTA	D151	CARDIOVASCULAR DISEASE	DM334	GIANT CELL ARTERITIS	CARDIOVASCULAR DISEASE \ GIANT CELL ARTERITIS	CD544
754SS193	C2	DISEASE	S3	HEART	SS193	VENTRICLE SEPTUM	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS192	C2	DISEASE	S3	HEART	SS192	VENTRICLE	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS191	C2	DISEASE	S3	HEART	SS191	VALVE	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS187	C2	DISEASE	S3	HEART	SS187	TRICUSPID VALVE	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS162	C2	DISEASE	S3	HEART	SS162	SINO-ATRIAL NODE	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS144	C2	DISEASE	S3	HEART	SS144	PULMONARY VALVE	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS111	C2	DISEASE	S3	HEART	SS111	MITRAL VALVE	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS34	C2	DISEASE	S3	HEART	SS34	CHORDAE TENDINEAE	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS25	C2	DISEASE	S3	HEART	SS25	CARDIAC MUSCLE	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS15	C2	DISEASE	S3	HEART	SS15	AV NODE	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS12	C2	DISEASE	S3	HEART	SS12	ATRIUM	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS11	C2	DISEASE	S3	HEART	SS11	ATRIAL SEPTUM	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
754SS7	C2	DISEASE	S3	HEART	SS7	AORTIC VALVE	D151	CARDIOVASCULAR DISEASE	DM335	GIANT CELL MYOCARDITIS	CARDIOVASCULAR DISEASE \ GIANT CELL MYOCARDITIS	CD545
755SS193	C2	DISEASE	S3	HEART	SS193	VENTRICLE SEPTUM	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS192	C2	DISEASE	S3	HEART	SS192	VENTRICLE	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS191	C2	DISEASE	S3	HEART	SS191	VALVE	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS187	C2	DISEASE	S3	HEART	SS187	TRICUSPID VALVE	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS162	C2	DISEASE	S3	HEART	SS162	SINO-ATRIAL NODE	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS144	C2	DISEASE	S3	HEART	SS144	PULMONARY VALVE	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS111	C2	DISEASE	S3	HEART	SS111	MITRAL VALVE	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS34	C2	DISEASE	S3	HEART	SS34	CHORDAE TENDINEAE	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS25	C2	DISEASE	S3	HEART	SS25	CARDIAC MUSCLE	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS15	C2	DISEASE	S3	HEART	SS15	AV NODE	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS12	C2	DISEASE	S3	HEART	SS12	ATRIUM	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS11	C2	DISEASE	S3	HEART	SS11	ATRIAL SEPTUM	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
755SS7	C2	DISEASE	S3	HEART	SS7	AORTIC VALVE	D151	CARDIOVASCULAR DISEASE	DM336	MYOCARDITIS	CARDIOVASCULAR DISEASE \ MYOCARDITIS	CD546
76	C2	DISEASE					D151	CARDIOVASCULAR DISEASE	DM337	PERICARDITIS	CARDIOVASCULAR DISEASE \ PERICARDITIS	CD547
1578SS173	C2	DISEASE	S88	VEIN	SS173	SUPERIOR VENA CAVA	D151	CARDIOVASCULAR DISEASE	DM338	SEPTIC THROMBOPHLEBITIS	CARDIOVASCULAR DISEASE \ SEPTIC THROMBOPHLEBITIS	CD548
1578SS150	C2	DISEASE	S88	VEIN	SS150	RENAL	D151	CARDIOVASCULAR DISEASE	DM338	SEPTIC THROMBOPHLEBITIS	CARDIOVASCULAR DISEASE \ SEPTIC THROMBOPHLEBITIS	CD548
