Id	Cat Id	Category	AS Id	Anatomic Site	SubS Id	Subsite	DX Id	Diagnosis
1024SS52	C6	MALIGNANT	S35	OVARY	SS52	EGGS PRESENT	D465	CARCINOMA \ EMBRYONAL
1024SS80	C6	MALIGNANT	S35	OVARY	SS80	HYLUM	D465	CARCINOMA \ EMBRYONAL
1024SS42	C6	MALIGNANT	S35	OVARY	SS42	CORTEX	D465	CARCINOMA \ EMBRYONAL
1024SS41	C6	MALIGNANT	S35	OVARY	SS41	CORPUS LUTEUM	D465	CARCINOMA \ EMBRYONAL
1538SS166	C6	MALIGNANT	S70	UTERUS	SS166	SMOOTH MUSCLE	D466	CARCINOMA \ ENDOMETRIOID ADENOCARCINOMA
1538SS136	C6	MALIGNANT	S70	UTERUS	SS136	PERITONEAL COVERING	D466	CARCINOMA \ ENDOMETRIOID ADENOCARCINOMA
1538SS132	C6	MALIGNANT	S70	UTERUS	SS132	PERIMETRIUM	D466	CARCINOMA \ ENDOMETRIOID ADENOCARCINOMA
1538SS115	C6	MALIGNANT	S70	UTERUS	SS115	MYOMETRIUM	D466	CARCINOMA \ ENDOMETRIOID ADENOCARCINOMA
1538SS54	C6	MALIGNANT	S70	UTERUS	SS54	ENDOMETRIUM	D466	CARCINOMA \ ENDOMETRIOID ADENOCARCINOMA
711SS63	C6	MALIGNANT	S93	FALLOPIAN TUBE	SS63	FIMBRIATED END	D466	CARCINOMA \ ENDOMETRIOID ADENOCARCINOMA
1207SS172	C6	MALIGNANT	S97	SALIVARY GLAND	SS172	SUBMAXILLARY GLAND	D467	CARCINOMA \ EPITHELIAL-MYOEPITHELIAL
1207SS171	C6	MALIGNANT	S97	SALIVARY GLAND	SS171	SUBMANDIBULAR GLAND	D467	CARCINOMA \ EPITHELIAL-MYOEPITHELIAL
1207SS170	C6	MALIGNANT	S97	SALIVARY GLAND	SS170	SUBLINGUAL GLAND	D467	CARCINOMA \ EPITHELIAL-MYOEPITHELIAL
1207SS127	C6	MALIGNANT	S97	SALIVARY GLAND	SS127	PAROTID	D467	CARCINOMA \ EPITHELIAL-MYOEPITHELIAL
1207SS110	C6	MALIGNANT	S97	SALIVARY GLAND	SS110	MINOR SALIVARY GLANDS	D467	CARCINOMA \ EPITHELIAL-MYOEPITHELIAL
62	C6	MALIGNANT					D467	CARCINOMA \ EPITHELIAL-MYOEPITHELIAL
1208SS172	C6	MALIGNANT	S97	SALIVARY GLAND	SS172	SUBMAXILLARY GLAND	D468	CARCINOMA \ EX PLEOMORPHIC ADENOMA (MALIGNANT MIXED TUMOR)
1208SS171	C6	MALIGNANT	S97	SALIVARY GLAND	SS171	SUBMANDIBULAR GLAND	D468	CARCINOMA \ EX PLEOMORPHIC ADENOMA (MALIGNANT MIXED TUMOR)
1208SS170	C6	MALIGNANT	S97	SALIVARY GLAND	SS170	SUBLINGUAL GLAND	D468	CARCINOMA \ EX PLEOMORPHIC ADENOMA (MALIGNANT MIXED TUMOR)
1208SS127	C6	MALIGNANT	S97	SALIVARY GLAND	SS127	PAROTID	D468	CARCINOMA \ EX PLEOMORPHIC ADENOMA (MALIGNANT MIXED TUMOR)
1208SS110	C6	MALIGNANT	S97	SALIVARY GLAND	SS110	MINOR SALIVARY GLANDS	D468	CARCINOMA \ EX PLEOMORPHIC ADENOMA (MALIGNANT MIXED TUMOR)
63	C6	MALIGNANT					D468	CARCINOMA \ EX PLEOMORPHIC ADENOMA (MALIGNANT MIXED TUMOR)
1488SS101	C6	MALIGNANT	S73	THYROID	SS101	LOBE	D469	CARCINOMA \ FOLLICULAR
1488SS148	C6	MALIGNANT	S73	THYROID	SS148	PYRAMIDAL	D469	CARCINOMA \ FOLLICULAR
1488SS90	C6	MALIGNANT	S73	THYROID	SS90	ISTHMUS	D469	CARCINOMA \ FOLLICULAR
1512	C6	MALIGNANT	S46	TRACHEA / MAJOR BRONCHI			D470	CARCINOMA \ GIANT CELL
1489SS101	C6	MALIGNANT	S73	THYROID	SS101	LOBE	D470	CARCINOMA \ GIANT CELL
1489SS148	C6	MALIGNANT	S73	THYROID	SS148	PYRAMIDAL	D470	CARCINOMA \ GIANT CELL
1489SS90	C6	MALIGNANT	S73	THYROID	SS90	ISTHMUS	D470	CARCINOMA \ GIANT CELL
862SS125	C6	MALIGNANT	S94	LUNG	SS125	PARENCHYMAL	D470	CARCINOMA \ GIANT CELL
816SS1	C6	MALIGNANT	S39	LIVER	SS1	NONE	D471	CARCINOMA \ HEPATOCELLULAR
1025SS137	C6	MALIGNANT	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D472	CARCINOMA \ HEPATOID
1025SS52	C6	MALIGNANT	S35	OVARY	SS52	EGGS PRESENT	D472	CARCINOMA \ HEPATOID
1025SS80	C6	MALIGNANT	S35	OVARY	SS80	HYLUM	D472	CARCINOMA \ HEPATOID
1025SS42	C6	MALIGNANT	S35	OVARY	SS42	CORTEX	D472	CARCINOMA \ HEPATOID
1025SS41	C6	MALIGNANT	S35	OVARY	SS41	CORPUS LUTEUM	D472	CARCINOMA \ HEPATOID
1490SS101	C6	MALIGNANT	S73	THYROID	SS101	LOBE	D473	CARCINOMA \ HURTHLE CELL
1490SS148	C6	MALIGNANT	S73	THYROID	SS148	PYRAMIDAL	D473	CARCINOMA \ HURTHLE CELL
1490SS90	C6	MALIGNANT	S73	THYROID	SS90	ISTHMUS	D473	CARCINOMA \ HURTHLE CELL
564SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D474	CARCINOMA \ INFLAMMATORY
564SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D474	CARCINOMA \ INFLAMMATORY
564SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D474	CARCINOMA \ INFLAMMATORY
565SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D475	CARCINOMA \ INVASIVE
565SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D475	CARCINOMA \ INVASIVE
565SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D475	CARCINOMA \ INVASIVE
566SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D476	CARCINOMA \ INVASIVE ALVEOLAR
566SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D476	CARCINOMA \ INVASIVE ALVEOLAR
566SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D476	CARCINOMA \ INVASIVE ALVEOLAR
567SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D477	CARCINOMA \ INVASIVE CRIBRIFORM
567SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D477	CARCINOMA \ INVASIVE CRIBRIFORM
567SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D477	CARCINOMA \ INVASIVE CRIBRIFORM
568SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D478	CARCINOMA \ INVASIVE DUCTAL
568SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D478	CARCINOMA \ INVASIVE DUCTAL
568SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D478	CARCINOMA \ INVASIVE DUCTAL
569SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D479	CARCINOMA \ INVASIVE LOBULAR
569SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D479	CARCINOMA \ INVASIVE LOBULAR
569SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D479	CARCINOMA \ INVASIVE LOBULAR
570SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D480	CARCINOMA \ INVASIVE LOBULAR - ALVEOLAR TYPE
570SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D480	CARCINOMA \ INVASIVE LOBULAR - ALVEOLAR TYPE
570SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D480	CARCINOMA \ INVASIVE LOBULAR - ALVEOLAR TYPE
571SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D481	CARCINOMA \ INVASIVE LOBULAR - PLEOMORPHIC
571SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D481	CARCINOMA \ INVASIVE LOBULAR - PLEOMORPHIC
571SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D481	CARCINOMA \ INVASIVE LOBULAR - PLEOMORPHIC
572SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D482	CARCINOMA \ INVASIVE LOBULAR - SOLID
572SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D482	CARCINOMA \ INVASIVE LOBULAR - SOLID
572SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D482	CARCINOMA \ INVASIVE LOBULAR - SOLID
573SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D483	CARCINOMA \ INVASIVE LOBULAR - TUBULOLOBULAR
573SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D483	CARCINOMA \ INVASIVE LOBULAR - TUBULOLOBULAR
573SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D483	CARCINOMA \ INVASIVE LOBULAR - TUBULOLOBULAR
574SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D484	CARCINOMA \ INVASIVE MICROPAPILLARY
574SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D484	CARCINOMA \ INVASIVE MICROPAPILLARY
574SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D484	CARCINOMA \ INVASIVE MICROPAPILLARY
1070SS175	C6	MALIGNANT	S24	PANCREAS	SS175	TAIL	D485	CARCINOMA \ INVASIVE PAPILLARY-MUCINOUS
1070SS123	C6	MALIGNANT	S24	PANCREAS	SS123	PANCREATIC DUCT	D485	CARCINOMA \ INVASIVE PAPILLARY-MUCINOUS
701SS199	C6	MALIGNANT	S58	EYE	SS199	WHOLE GLOBE	D486	CARCINOMA \ LACRIMAL GLAND CARCINOMA
701SS152	C6	MALIGNANT	S58	EYE	SS152	RETINA	D486	CARCINOMA \ LACRIMAL GLAND CARCINOMA
701SS99	C6	MALIGNANT	S58	EYE	SS99	LENS	D486	CARCINOMA \ LACRIMAL GLAND CARCINOMA
701SS97	C6	MALIGNANT	S58	EYE	SS97	LACRIMAL GLAND	D486	CARCINOMA \ LACRIMAL GLAND CARCINOMA
701SS39	C6	MALIGNANT	S58	EYE	SS39	CORNEA	D486	CARCINOMA \ LACRIMAL GLAND CARCINOMA
701SS37	C6	MALIGNANT	S58	EYE	SS37	CONJUNCTIVA	D486	CARCINOMA \ LACRIMAL GLAND CARCINOMA
863SS125	C6	MALIGNANT	S94	LUNG	SS125	PARENCHYMAL	D487	CARCINOMA \ LARGE CELL NEUROENDOCRINE
730SS158	C6	MALIGNANT	S30	GALLBLADDER	SS158	SEROSA	D487	CARCINOMA \ LARGE CELL NEUROENDOCRINE
730SS112	C6	MALIGNANT	S30	GALLBLADDER	SS112	MUCOSA	D487	CARCINOMA \ LARGE CELL NEUROENDOCRINE
730SS69	C6	MALIGNANT	S30	GALLBLADDER	SS69	GALLBLADDER WALL	D487	CARCINOMA \ LARGE CELL NEUROENDOCRINE
730SS18	C6	MALIGNANT	S30	GALLBLADDER	SS18	BILE	D487	CARCINOMA \ LARGE CELL NEUROENDOCRINE
1513	C6	MALIGNANT	S46	TRACHEA / MAJOR BRONCHI			D488	CARCINOMA \ LARGE CELL UNDIFFERENTIATED
864SS125	C6	MALIGNANT	S94	LUNG	SS125	PARENCHYMAL	D488	CARCINOMA \ LARGE CELL UNDIFFERENTIATED
1491SS101	C6	MALIGNANT	S73	THYROID	SS101	LOBE	D489	CARCINOMA \ MEDULLARY CARCINOMA
1491SS148	C6	MALIGNANT	S73	THYROID	SS148	PYRAMIDAL	D489	CARCINOMA \ MEDULLARY CARCINOMA
1491SS90	C6	MALIGNANT	S73	THYROID	SS90	ISTHMUS	D489	CARCINOMA \ MEDULLARY CARCINOMA
1311SS166	C6	MALIGNANT	S76	SMALL BOWEL	SS166	SMOOTH MUSCLE	D489	CARCINOMA \ MEDULLARY CARCINOMA
1311SS91	C6	MALIGNANT	S76	SMALL BOWEL	SS91	JEJUNUM	D489	CARCINOMA \ MEDULLARY CARCINOMA
1311SS85	C6	MALIGNANT	S76	SMALL BOWEL	SS85	ILEUM - PEYERS PATCH	D489	CARCINOMA \ MEDULLARY CARCINOMA
1311SS84	C6	MALIGNANT	S76	SMALL BOWEL	SS84	ILEUM - ILEOCECAL JUNCTION/VALVE	D489	CARCINOMA \ MEDULLARY CARCINOMA
1311SS83	C6	MALIGNANT	S76	SMALL BOWEL	SS83	ILEUM	D489	CARCINOMA \ MEDULLARY CARCINOMA
1311SS48	C6	MALIGNANT	S76	SMALL BOWEL	SS48	DUODENUM	D489	CARCINOMA \ MEDULLARY CARCINOMA
1175SS166	C6	MALIGNANT	S64	RECTUM	SS166	SMOOTH MUSCLE	D489	CARCINOMA \ MEDULLARY CARCINOMA
654SS186	C6	MALIGNANT	S67	COLON	SS186	TRANSVERSE - PROXIMAL	D489	CARCINOMA \ MEDULLARY CARCINOMA
654SS185	C6	MALIGNANT	S67	COLON	SS185	TRANSVERSE - DISTAL	D489	CARCINOMA \ MEDULLARY CARCINOMA
654SS184	C6	MALIGNANT	S67	COLON	SS184	TRANSVERSE	D489	CARCINOMA \ MEDULLARY CARCINOMA
654SS166	C6	MALIGNANT	S67	COLON	SS166	SMOOTH MUSCLE	D489	CARCINOMA \ MEDULLARY CARCINOMA
654SS161	C6	MALIGNANT	S67	COLON	SS161	SIGMOID	D489	CARCINOMA \ MEDULLARY CARCINOMA
654SS45	C6	MALIGNANT	S67	COLON	SS45	DESCENDING	D489	CARCINOMA \ MEDULLARY CARCINOMA
654SS36	C6	MALIGNANT	S67	COLON	SS36	COLON WALL	D489	CARCINOMA \ MEDULLARY CARCINOMA
654SS27	C6	MALIGNANT	S67	COLON	SS27	CECUM	D489	CARCINOMA \ MEDULLARY CARCINOMA
654SS10	C6	MALIGNANT	S67	COLON	SS10	ASCENDING	D489	CARCINOMA \ MEDULLARY CARCINOMA
575SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D489	CARCINOMA \ MEDULLARY CARCINOMA
575SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D489	CARCINOMA \ MEDULLARY CARCINOMA
575SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D489	CARCINOMA \ MEDULLARY CARCINOMA
576SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D490	CARCINOMA \ METAPLASTIC
576SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D490	CARCINOMA \ METAPLASTIC
576SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D490	CARCINOMA \ METAPLASTIC
1071SS175	C6	MALIGNANT	S24	PANCREAS	SS175	TAIL	D491	CARCINOMA \ MIIXED ACINAR-ENDOCRINE
1071SS123	C6	MALIGNANT	S24	PANCREAS	SS123	PANCREATIC DUCT	D491	CARCINOMA \ MIIXED ACINAR-ENDOCRINE
1072SS175	C6	MALIGNANT	S24	PANCREAS	SS175	TAIL	D492	CARCINOMA \ MIXED DUCTAL-ENDOCRINE
1072SS123	C6	MALIGNANT	S24	PANCREAS	SS123	PANCREATIC DUCT	D492	CARCINOMA \ MIXED DUCTAL-ENDOCRINE
1562SS81	C6	MALIGNANT	S95	VAGINA	SS81	HYMEN	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
1209SS172	C6	MALIGNANT	S97	SALIVARY GLAND	SS172	SUBMAXILLARY GLAND	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
1209SS171	C6	MALIGNANT	S97	SALIVARY GLAND	SS171	SUBMANDIBULAR GLAND	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
1209SS170	C6	MALIGNANT	S97	SALIVARY GLAND	SS170	SUBLINGUAL GLAND	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
1209SS127	C6	MALIGNANT	S97	SALIVARY GLAND	SS127	PAROTID	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
1209SS110	C6	MALIGNANT	S97	SALIVARY GLAND	SS110	MINOR SALIVARY GLANDS	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
1176SS166	C6	MALIGNANT	S64	RECTUM	SS166	SMOOTH MUSCLE	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
712SS63	C6	MALIGNANT	S93	FALLOPIAN TUBE	SS63	FIMBRIATED END	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
655SS186	C6	MALIGNANT	S67	COLON	SS186	TRANSVERSE - PROXIMAL	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
655SS185	C6	MALIGNANT	S67	COLON	SS185	TRANSVERSE - DISTAL	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
655SS184	C6	MALIGNANT	S67	COLON	SS184	TRANSVERSE	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
655SS166	C6	MALIGNANT	S67	COLON	SS166	SMOOTH MUSCLE	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
655SS161	C6	MALIGNANT	S67	COLON	SS161	SIGMOID	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
655SS45	C6	MALIGNANT	S67	COLON	SS45	DESCENDING	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
655SS36	C6	MALIGNANT	S67	COLON	SS36	COLON WALL	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
655SS27	C6	MALIGNANT	S67	COLON	SS27	CECUM	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
655SS10	C6	MALIGNANT	S67	COLON	SS10	ASCENDING	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
577SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
577SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
577SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
64	C6	MALIGNANT					D493	CARCINOMA \ MUCINOUS ADENOCARCINOMA
1073SS175	C6	MALIGNANT	S24	PANCREAS	SS175	TAIL	D494	CARCINOMA \ MUCINOUS NONCYSTIC
1073SS123	C6	MALIGNANT	S24	PANCREAS	SS123	PANCREATIC DUCT	D494	CARCINOMA \ MUCINOUS NONCYSTIC
1210SS172	C6	MALIGNANT	S97	SALIVARY GLAND	SS172	SUBMAXILLARY GLAND	D495	CARCINOMA \ MUCOEPIDERMOID
1210SS171	C6	MALIGNANT	S97	SALIVARY GLAND	SS171	SUBMANDIBULAR GLAND	D495	CARCINOMA \ MUCOEPIDERMOID
1210SS170	C6	MALIGNANT	S97	SALIVARY GLAND	SS170	SUBLINGUAL GLAND	D495	CARCINOMA \ MUCOEPIDERMOID
1210SS127	C6	MALIGNANT	S97	SALIVARY GLAND	SS127	PAROTID	D495	CARCINOMA \ MUCOEPIDERMOID
1210SS110	C6	MALIGNANT	S97	SALIVARY GLAND	SS110	MINOR SALIVARY GLANDS	D495	CARCINOMA \ MUCOEPIDERMOID
865SS125	C6	MALIGNANT	S94	LUNG	SS125	PARENCHYMAL	D495	CARCINOMA \ MUCOEPIDERMOID
65	C6	MALIGNANT					D495	CARCINOMA \ MUCOEPIDERMOID
1514	C6	MALIGNANT	S46	TRACHEA / MAJOR BRONCHI			D496	CARCINOMA \ MUCOEPIDERMOID CARCINOMA
1211SS172	C6	MALIGNANT	S97	SALIVARY GLAND	SS172	SUBMAXILLARY GLAND	D497	CARCINOMA \ MYOEPITHELIAL (MYOEPITHELIOMA)
1211SS171	C6	MALIGNANT	S97	SALIVARY GLAND	SS171	SUBMANDIBULAR GLAND	D497	CARCINOMA \ MYOEPITHELIAL (MYOEPITHELIOMA)
1211SS170	C6	MALIGNANT	S97	SALIVARY GLAND	SS170	SUBLINGUAL GLAND	D497	CARCINOMA \ MYOEPITHELIAL (MYOEPITHELIOMA)
1211SS127	C6	MALIGNANT	S97	SALIVARY GLAND	SS127	PAROTID	D497	CARCINOMA \ MYOEPITHELIAL (MYOEPITHELIOMA)
1211SS110	C6	MALIGNANT	S97	SALIVARY GLAND	SS110	MINOR SALIVARY GLANDS	D497	CARCINOMA \ MYOEPITHELIAL (MYOEPITHELIOMA)
66	C6	MALIGNANT					D497	CARCINOMA \ MYOEPITHELIAL (MYOEPITHELIOMA)
1312SS166	C6	MALIGNANT	S76	SMALL BOWEL	SS166	SMOOTH MUSCLE	D498	CARCINOMA \ NEUROENDOCRINE
1312SS91	C6	MALIGNANT	S76	SMALL BOWEL	SS91	JEJUNUM	D498	CARCINOMA \ NEUROENDOCRINE
1312SS85	C6	MALIGNANT	S76	SMALL BOWEL	SS85	ILEUM - PEYERS PATCH	D498	CARCINOMA \ NEUROENDOCRINE
1312SS84	C6	MALIGNANT	S76	SMALL BOWEL	SS84	ILEUM - ILEOCECAL JUNCTION/VALVE	D498	CARCINOMA \ NEUROENDOCRINE
1312SS83	C6	MALIGNANT	S76	SMALL BOWEL	SS83	ILEUM	D498	CARCINOMA \ NEUROENDOCRINE
1312SS48	C6	MALIGNANT	S76	SMALL BOWEL	SS48	DUODENUM	D498	CARCINOMA \ NEUROENDOCRINE
1252SS157	C6	MALIGNANT	S1	SKIN	SS157	SEBACEOUS GLAND	D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
1252SS156	C6	MALIGNANT	S1	SKIN	SS156	SCALP	D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
1252SS98	C6	MALIGNANT	S1	SKIN	SS98	LEG	D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
1252SS73	C6	MALIGNANT	S1	SKIN	SS73	GLANDS	D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
1252SS66	C6	MALIGNANT	S1	SKIN	SS66	FOREHEAD	D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
1252SS65	C6	MALIGNANT	S1	SKIN	SS65	FOOT	D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
1252SS57	C6	MALIGNANT	S1	SKIN	SS57	EYELID	D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
1252SS19	C6	MALIGNANT	S1	SKIN	SS19	BREAST	D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
1252SS8	C6	MALIGNANT	S1	SKIN	SS8	ARM	D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
1252SS2	C6	MALIGNANT	S1	SKIN	SS2	ABDOMINAL	D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
67	C6	MALIGNANT					D499	CARCINOMA \ NEUROENDOCRINE - MERKEL CELL
616SS89	C6	MALIGNANT	S63	BRONCHUS	SS89	INTRAPULMONARY	D500	CARCINOMA \ NON SMALL CELL
983SS181	C6	MALIGNANT	S51	ORAL CAVITY	SS181	TONGUE	D501	CARCINOMA \ NON-SALIVARY GLAND
983SS167	C6	MALIGNANT	S51	ORAL CAVITY	SS167	SOFT PALATE	D501	CARCINOMA \ NON-SALIVARY GLAND
983SS139	C6	MALIGNANT	S51	ORAL CAVITY	SS139	PHARYNX	D501	CARCINOMA \ NON-SALIVARY GLAND
983SS121	C6	MALIGNANT	S51	ORAL CAVITY	SS121	OROPHARYNX	D501	CARCINOMA \ NON-SALIVARY GLAND
983SS100	C6	MALIGNANT	S51	ORAL CAVITY	SS100	LIP	D501	CARCINOMA \ NON-SALIVARY GLAND
983SS75	C6	MALIGNANT	S51	ORAL CAVITY	SS75	HARD PALATE	D501	CARCINOMA \ NON-SALIVARY GLAND
983SS72	C6	MALIGNANT	S51	ORAL CAVITY	SS72	GINGIVA	D501	CARCINOMA \ NON-SALIVARY GLAND
983SS55	C6	MALIGNANT	S51	ORAL CAVITY	SS55	EPIGLOTTIS	D501	CARCINOMA \ NON-SALIVARY GLAND
866SS125	C6	MALIGNANT	S94	LUNG	SS125	PARENCHYMAL	D502	CARCINOMA \ NON-SMALL CELL
1492SS101	C6	MALIGNANT	S73	THYROID	SS101	LOBE	D503	CARCINOMA \ ONCOCYTIC
1492SS148	C6	MALIGNANT	S73	THYROID	SS148	PYRAMIDAL	D503	CARCINOMA \ ONCOCYTIC
1492SS90	C6	MALIGNANT	S73	THYROID	SS90	ISTHMUS	D503	CARCINOMA \ ONCOCYTIC
1212SS172	C6	MALIGNANT	S97	SALIVARY GLAND	SS172	SUBMAXILLARY GLAND	D503	CARCINOMA \ ONCOCYTIC
1212SS171	C6	MALIGNANT	S97	SALIVARY GLAND	SS171	SUBMANDIBULAR GLAND	D503	CARCINOMA \ ONCOCYTIC
1212SS170	C6	MALIGNANT	S97	SALIVARY GLAND	SS170	SUBLINGUAL GLAND	D503	CARCINOMA \ ONCOCYTIC
1212SS127	C6	MALIGNANT	S97	SALIVARY GLAND	SS127	PAROTID	D503	CARCINOMA \ ONCOCYTIC
1212SS110	C6	MALIGNANT	S97	SALIVARY GLAND	SS110	MINOR SALIVARY GLANDS	D503	CARCINOMA \ ONCOCYTIC
771SS151	C6	MALIGNANT	S82	KIDNEY	SS151	RENAL PELVIS	D503	CARCINOMA \ ONCOCYTIC
771SS105	C6	MALIGNANT	S82	KIDNEY	SS105	MEDULLA	D503	CARCINOMA \ ONCOCYTIC
771SS42	C6	MALIGNANT	S82	KIDNEY	SS42	CORTEX	D503	CARCINOMA \ ONCOCYTIC
1493SS101	C6	MALIGNANT	S73	THYROID	SS101	LOBE	D504	CARCINOMA \ PAPILLARY
1493SS148	C6	MALIGNANT	S73	THYROID	SS148	PYRAMIDAL	D504	CARCINOMA \ PAPILLARY
1493SS90	C6	MALIGNANT	S73	THYROID	SS90	ISTHMUS	D504	CARCINOMA \ PAPILLARY
578SS164	C6	MALIGNANT	S20	BREAST	SS164	SKIN	D504	CARCINOMA \ PAPILLARY
578SS118	C6	MALIGNANT	S20	BREAST	SS118	NIPPLE	D504	CARCINOMA \ PAPILLARY
578SS114	C6	MALIGNANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D504	CARCINOMA \ PAPILLARY
1539SS166	C6	MALIGNANT	S70	UTERUS	SS166	SMOOTH MUSCLE	D505	CARCINOMA \ PAPILLARY SEROUS
1539SS136	C6	MALIGNANT	S70	UTERUS	SS136	PERITONEAL COVERING	D505	CARCINOMA \ PAPILLARY SEROUS
1539SS132	C6	MALIGNANT	S70	UTERUS	SS132	PERIMETRIUM	D505	CARCINOMA \ PAPILLARY SEROUS
1539SS115	C6	MALIGNANT	S70	UTERUS	SS115	MYOMETRIUM	D505	CARCINOMA \ PAPILLARY SEROUS
1539SS54	C6	MALIGNANT	S70	UTERUS	SS54	ENDOMETRIUM	D505	CARCINOMA \ PAPILLARY SEROUS
1213SS172	C6	MALIGNANT	S97	SALIVARY GLAND	SS172	SUBMAXILLARY GLAND	D506	CARCINOMA \ POLYMORPHOUS LOW-GRADE
1213SS171	C6	MALIGNANT	S97	SALIVARY GLAND	SS171	SUBMANDIBULAR GLAND	D506	CARCINOMA \ POLYMORPHOUS LOW-GRADE
1213SS170	C6	MALIGNANT	S97	SALIVARY GLAND	SS170	SUBLINGUAL GLAND	D506	CARCINOMA \ POLYMORPHOUS LOW-GRADE
1213SS127	C6	MALIGNANT	S97	SALIVARY GLAND	SS127	PAROTID	D506	CARCINOMA \ POLYMORPHOUS LOW-GRADE
